District,Province,Year,Setting,Pass_Rate_Pct,Number_of_Students,Number_of_Schools,Pupil_Teacher_Ratio,Textbook_Availability_Index,ICT_Resource_Index,School_Infrastructure_Index,Proportion_Schools_With_Science_Labs,Poverty_Incidence_Pct,Adult_Literacy_Rate_Pct,Unemployment_Rate_Pct,Avg_Household_Income_USD,Youth_Population_Density,Rural_Urban,Distance_to_Exam_Center_km,Previous_Year_Pass_Rate_Pct,Grade7_Pass_Rate_Pct
Kadoma Urban,Mashonaland West,2019,June,75.0,16606,46,25.7,0.69,0.9,0.91,0.79,17.7,91.3,12.6,342.0,258.5,Urban,1.1,79.3,75.4
Kadoma Urban,Mashonaland West,2019,November,76.6,31107,46,25.4,0.65,0.89,0.91,0.78,17.3,91.8,10.9,347.0,249.8,Urban,1.0,75.0,72.2
Kadoma Urban,Mashonaland West,2020,June,64.1,17188,46,27.0,0.68,0.95,0.9,0.76,21.4,94.1,18.4,327.0,259.3,Urban,1.0,76.6,69.2
Kadoma Urban,Mashonaland West,2020,November,74.7,30631,46,27.0,0.67,0.85,0.88,0.81,20.9,92.1,15.8,318.0,260.1,Urban,1.0,64.1,71.0
Kadoma Urban,Mashonaland West,2021,June,65.6,17353,47,26.8,0.66,0.95,0.9,0.74,20.7,94.2,15.7,304.0,256.2,Urban,1.0,74.7,71.2
Kadoma Urban,Mashonaland West,2021,November,76.8,31176,47,28.1,0.65,0.92,0.9,0.81,21.6,93.1,16.2,311.0,256.6,Urban,1.1,65.6,72.2
Kadoma Urban,Mashonaland West,2022,June,74.3,17688,47,25.0,0.74,0.95,0.9,0.82,15.6,91.8,10.9,390.0,264.7,Urban,1.0,76.8,71.6
Kadoma Urban,Mashonaland West,2022,November,77.0,31907,47,25.9,0.74,0.95,0.91,0.81,15.7,94.1,9.5,363.0,267.3,Urban,1.0,74.3,75.8
Kadoma Urban,Mashonaland West,2023,June,71.9,17992,47,25.3,0.72,0.95,0.95,0.77,15.7,92.3,12.5,401.0,268.4,Urban,1.0,77.0,75.7
Kadoma Urban,Mashonaland West,2023,November,78.7,32504,47,24.4,0.73,0.95,0.97,0.83,15.7,93.1,13.5,403.0,254.7,Urban,1.0,71.9,73.1
Kadoma Urban,Mashonaland West,2024,June,74.6,17944,48,24.2,0.71,0.95,0.91,0.82,15.4,92.4,10.7,403.0,265.1,Urban,1.0,78.7,74.6
Kadoma Urban,Mashonaland West,2024,November,84.4,33479,48,24.7,0.74,0.95,0.94,0.77,15.5,95.1,9.1,373.0,269.6,Urban,1.0,74.6,78.4
Kadoma Rural,Mashonaland West,2015,June,18.4,1807,8,44.4,0.11,0.04,0.31,0.2,54.2,66.3,33.0,49.0,25.1,Rural,59.2,15.5,33.3
Kadoma Rural,Mashonaland West,2015,November,24.3,3256,8,43.6,0.11,0.04,0.3,0.19,58.3,66.6,34.3,52.0,25.8,Rural,61.3,18.4,30.5
Kadoma Rural,Mashonaland West,2016,June,19.1,1840,9,42.9,0.11,0.06,0.3,0.2,54.1,66.7,33.2,51.0,25.8,Rural,61.4,24.3,31.5
Kadoma Rural,Mashonaland West,2016,November,23.6,3378,9,43.1,0.12,0.05,0.31,0.21,56.8,67.3,34.6,49.0,25.0,Rural,57.9,19.1,35.1
Kadoma Rural,Mashonaland West,2017,June,19.4,1875,9,45.9,0.13,0.07,0.32,0.21,55.7,67.8,34.0,49.0,26.1,Rural,55.7,23.6,36.2
Kadoma Rural,Mashonaland West,2017,November,25.9,3442,9,43.7,0.14,0.08,0.31,0.21,57.3,65.7,31.4,54.0,25.9,Rural,59.0,19.4,35.5
Kadoma Rural,Mashonaland West,2018,June,22.6,1820,9,43.0,0.14,0.1,0.32,0.21,56.2,67.4,33.5,54.0,27.0,Rural,60.9,25.9,36.5
Kadoma Rural,Mashonaland West,2018,November,26.6,3525,9,44.9,0.14,0.09,0.32,0.23,53.2,67.6,34.8,54.0,27.1,Rural,56.8,22.6,35.1
Kadoma Rural,Mashonaland West,2019,June,22.4,1911,9,45.3,0.15,0.11,0.33,0.22,56.1,66.8,32.9,55.0,25.9,Rural,55.2,26.6,37.0
Kadoma Rural,Mashonaland West,2019,November,26.6,3519,9,42.0,0.15,0.11,0.33,0.24,53.8,66.6,33.6,53.0,27.5,Rural,55.6,22.4,35.1
Kadoma Rural,Mashonaland West,2020,June,16.2,1871,9,45.9,0.13,0.13,0.35,0.24,57.4,68.2,43.0,48.0,27.6,Rural,56.7,26.6,34.0
Kadoma Rural,Mashonaland West,2020,November,22.5,3590,9,46.1,0.13,0.13,0.35,0.24,57.9,67.6,40.4,48.0,26.8,Rural,56.8,16.2,31.9
Kadoma Rural,Mashonaland West,2021,June,17.0,1901,9,46.6,0.15,0.14,0.35,0.25,58.5,68.4,38.3,45.0,26.7,Rural,54.6,22.5,30.2
Kadoma Rural,Mashonaland West,2021,November,22.4,3542,9,46.6,0.15,0.14,0.37,0.24,61.1,68.8,38.5,50.0,27.0,Rural,54.2,17.0,34.4
Kadoma Rural,Mashonaland West,2022,June,21.8,1971,9,40.9,0.18,0.22,0.39,0.26,51.7,67.0,34.3,57.0,27.1,Rural,58.4,22.4,34.2
Kadoma Rural,Mashonaland West,2022,November,26.5,3628,9,41.5,0.19,0.2,0.38,0.26,54.0,69.1,32.9,57.0,28.1,Rural,57.6,21.8,32.0
Kadoma Rural,Mashonaland West,2023,June,22.7,2028,9,42.4,0.21,0.22,0.39,0.26,53.0,67.2,34.7,61.0,28.6,Rural,54.8,26.5,37.8
Kadoma Rural,Mashonaland West,2023,November,27.3,3744,9,40.9,0.21,0.22,0.37,0.27,54.7,67.5,33.4,55.0,28.2,Rural,55.8,22.7,35.7
Kadoma Rural,Mashonaland West,2024,June,25.5,2042,9,42.5,0.21,0.26,0.38,0.28,51.4,69.2,36.3,62.0,28.9,Rural,57.0,27.3,38.7
Kadoma Rural,Mashonaland West,2024,November,28.1,3839,9,41.6,0.22,0.24,0.39,0.26,53.8,69.3,36.3,58.0,27.3,Rural,57.0,25.5,35.3
Kariba,Mashonaland West,2015,June,61.9,5776,50,30.0,0.46,0.25,0.43,0.51,56.7,80.3,25.5,124.0,200.3,Semi-Urban,13.3,61.5,48.8
Kariba,Mashonaland West,2015,November,67.2,10750,49,30.4,0.47,0.25,0.44,0.48,59.4,79.2,25.7,124.0,195.1,Semi-Urban,13.6,61.9,49.4
Kariba,Mashonaland West,2016,June,58.4,5730,50,29.7,0.44,0.28,0.47,0.5,59.1,81.8,25.9,130.0,209.0,Semi-Urban,13.5,67.2,49.6
Kariba,Mashonaland West,2016,November,69.3,10787,49,29.4,0.45,0.25,0.46,0.5,57.6,81.9,24.3,136.0,197.6,Semi-Urban,13.0,58.4,47.5
Kariba,Mashonaland West,2017,June,62.2,5902,50,29.1,0.5,0.29,0.44,0.53,57.9,80.4,24.8,132.0,201.3,Semi-Urban,13.4,69.3,52.0
Kariba,Mashonaland West,2017,November,65.7,11366,50,29.9,0.49,0.3,0.45,0.54,58.1,81.5,24.1,130.0,197.8,Semi-Urban,13.7,62.2,54.0
Kariba,Mashonaland West,2018,June,60.1,6046,51,28.6,0.47,0.31,0.48,0.53,55.0,82.1,24.7,128.0,198.1,Semi-Urban,13.2,65.7,51.2
Kariba,Mashonaland West,2018,November,63.8,11243,51,28.3,0.49,0.31,0.47,0.52,57.3,81.9,27.6,127.0,207.2,Semi-Urban,13.4,60.1,53.7
Kariba,Mashonaland West,2019,June,67.3,6168,51,27.2,0.49,0.31,0.49,0.53,54.7,80.8,22.6,130.0,212.2,Semi-Urban,13.3,63.8,54.5
Kariba,Mashonaland West,2019,November,68.9,11636,51,28.7,0.5,0.33,0.5,0.56,56.3,81.1,27.3,141.0,208.3,Semi-Urban,13.3,67.3,50.0
Kariba,Mashonaland West,2020,June,55.0,6149,52,29.9,0.5,0.32,0.49,0.55,58.5,81.0,32.9,117.0,208.7,Semi-Urban,12.5,68.9,48.9
Kariba,Mashonaland West,2020,November,65.7,11842,51,29.1,0.47,0.33,0.47,0.52,59.7,80.8,33.1,117.0,214.7,Semi-Urban,12.5,55.0,49.3
Kariba,Mashonaland West,2021,June,55.7,6412,52,31.2,0.5,0.37,0.49,0.57,58.6,80.6,29.3,125.0,209.4,Semi-Urban,12.5,65.7,52.0
Kariba,Mashonaland West,2021,November,66.4,11612,52,30.3,0.49,0.35,0.49,0.56,61.6,81.3,30.7,114.0,218.1,Semi-Urban,13.2,55.7,46.7
Kariba,Mashonaland West,2022,June,60.0,6466,52,27.1,0.54,0.41,0.5,0.58,56.9,81.4,26.0,137.0,223.9,Semi-Urban,12.5,66.4,49.9
Kariba,Mashonaland West,2022,November,69.9,11945,52,26.7,0.54,0.42,0.53,0.54,52.8,82.4,25.8,143.0,222.0,Semi-Urban,12.3,60.0,51.5
Kariba,Mashonaland West,2023,June,62.8,6592,52,27.8,0.56,0.45,0.51,0.58,55.1,82.8,25.8,146.0,222.9,Semi-Urban,12.2,69.9,54.8
Kariba,Mashonaland West,2023,November,69.0,12062,53,27.5,0.57,0.45,0.54,0.57,53.9,82.8,24.8,152.0,221.7,Semi-Urban,13.3,62.8,55.1
Kariba,Mashonaland West,2024,June,62.3,6430,53,27.0,0.57,0.48,0.52,0.6,55.4,83.0,24.5,153.0,227.9,Semi-Urban,12.3,69.0,52.0
Kariba,Mashonaland West,2024,November,68.1,12199,53,26.2,0.56,0.47,0.55,0.56,53.7,82.2,26.4,151.0,222.1,Semi-Urban,12.5,62.3,52.8
Makonde,Mashonaland West,2015,June,43.7,4304,24,31.2,0.61,0.35,0.44,0.33,40.5,89.6,31.9,141.0,106.8,Semi-Urban,16.3,44.4,56.0
Makonde,Mashonaland West,2015,November,50.0,7848,24,31.9,0.65,0.36,0.45,0.33,40.5,86.2,37.8,147.0,103.5,Semi-Urban,15.5,43.7,54.9
Makonde,Mashonaland West,2016,June,41.7,4283,24,31.0,0.67,0.4,0.47,0.31,41.2,88.6,37.5,138.0,104.8,Semi-Urban,16.5,50.0,60.1
Makonde,Mashonaland West,2016,November,47.2,8330,24,30.6,0.63,0.36,0.44,0.33,40.1,89.6,34.7,141.0,109.1,Semi-Urban,15.4,41.7,58.5
Makonde,Mashonaland West,2017,June,46.2,4555,24,29.8,0.63,0.38,0.47,0.32,39.6,86.7,32.1,158.0,109.9,Semi-Urban,15.0,47.2,59.4
Makonde,Mashonaland West,2017,November,48.3,8286,24,30.3,0.64,0.39,0.47,0.32,39.7,87.9,32.7,149.0,111.9,Semi-Urban,15.5,46.2,57.3
Makonde,Mashonaland West,2018,June,46.9,4517,24,30.3,0.64,0.43,0.47,0.34,41.4,90.1,35.5,150.0,111.0,Semi-Urban,15.7,48.3,59.5
Makonde,Mashonaland West,2018,November,50.5,8350,24,31.1,0.67,0.43,0.49,0.33,39.1,88.1,35.5,161.0,113.3,Semi-Urban,16.0,46.9,58.2
Makonde,Mashonaland West,2019,June,45.3,4572,24,29.8,0.7,0.46,0.48,0.35,41.3,89.5,34.3,159.0,108.6,Semi-Urban,15.0,50.5,60.6
Makonde,Mashonaland West,2019,November,55.2,8410,24,30.9,0.68,0.44,0.49,0.36,41.5,88.4,33.1,160.0,110.8,Semi-Urban,15.6,45.3,61.9
Makonde,Mashonaland West,2020,June,43.1,4720,24,31.0,0.65,0.44,0.51,0.36,44.2,87.6,39.7,132.0,114.0,Semi-Urban,15.8,55.2,54.0
Makonde,Mashonaland West,2020,November,44.3,8441,25,32.5,0.68,0.46,0.48,0.36,43.9,88.0,38.0,132.0,117.4,Semi-Urban,15.3,43.1,52.8
Makonde,Mashonaland West,2021,June,39.9,4605,25,30.5,0.68,0.49,0.49,0.36,45.1,88.1,38.9,135.0,118.3,Semi-Urban,15.4,44.3,57.0
Makonde,Mashonaland West,2021,November,49.4,8871,25,32.3,0.67,0.46,0.49,0.37,46.1,88.6,41.0,136.0,116.5,Semi-Urban,14.4,39.9,56.0
Makonde,Mashonaland West,2022,June,47.6,4740,25,28.2,0.68,0.52,0.5,0.38,37.5,89.4,35.4,166.0,115.6,Semi-Urban,14.4,49.4,58.5
Makonde,Mashonaland West,2022,November,51.4,8854,25,29.5,0.7,0.53,0.5,0.38,39.6,87.7,33.0,159.0,118.3,Semi-Urban,14.3,47.6,57.6
Makonde,Mashonaland West,2023,June,46.9,4796,25,28.9,0.71,0.58,0.51,0.38,38.3,90.9,33.6,174.0,120.7,Semi-Urban,14.2,51.4,59.6
Makonde,Mashonaland West,2023,November,50.2,8795,25,29.1,0.72,0.57,0.51,0.38,39.6,89.6,36.4,170.0,119.8,Semi-Urban,14.5,46.9,57.7
Makonde,Mashonaland West,2024,June,50.0,4916,25,29.6,0.7,0.59,0.54,0.37,38.2,88.6,32.0,161.0,123.4,Semi-Urban,15.2,50.2,59.2
Makonde,Mashonaland West,2024,November,51.7,9259,25,27.8,0.72,0.55,0.52,0.39,37.0,89.7,35.6,163.0,114.7,Semi-Urban,14.9,50.0,63.0
Mhondoro-Ngezi,Mashonaland West,2015,June,34.6,1169,26,47.6,0.12,0.17,0.2,0.24,61.9,64.1,34.7,45.0,18.4,Rural,60.0,34.2,41.3
Mhondoro-Ngezi,Mashonaland West,2015,November,38.5,2139,25,47.1,0.12,0.16,0.19,0.23,62.4,63.9,32.6,44.0,19.5,Rural,60.5,34.6,42.0
Mhondoro-Ngezi,Mashonaland West,2016,June,34.3,1157,26,46.5,0.14,0.19,0.2,0.24,61.6,63.6,29.8,45.0,19.7,Rural,59.6,38.5,41.9
Mhondoro-Ngezi,Mashonaland West,2016,November,39.9,2136,26,47.9,0.14,0.18,0.21,0.24,61.5,62.4,30.4,43.0,18.4,Rural,61.7,34.3,39.1
Mhondoro-Ngezi,Mashonaland West,2017,June,35.6,1183,26,45.2,0.14,0.19,0.23,0.24,61.9,64.8,33.4,49.0,18.8,Rural,59.7,39.9,42.1
Mhondoro-Ngezi,Mashonaland West,2017,November,39.5,2196,26,46.8,0.14,0.21,0.22,0.25,58.8,62.9,29.9,44.0,18.7,Rural,58.7,35.6,42.8
Mhondoro-Ngezi,Mashonaland West,2018,June,35.8,1209,26,47.0,0.16,0.23,0.23,0.26,59.5,65.0,30.7,47.0,20.0,Rural,62.3,39.5,43.9
Mhondoro-Ngezi,Mashonaland West,2018,November,41.9,2160,26,44.2,0.15,0.22,0.24,0.25,58.4,64.6,31.9,49.0,19.0,Rural,59.8,35.8,43.6
Mhondoro-Ngezi,Mashonaland West,2019,June,40.2,1228,26,44.6,0.17,0.25,0.23,0.27,61.9,65.2,32.3,49.0,19.2,Rural,62.0,41.9,41.8
Mhondoro-Ngezi,Mashonaland West,2019,November,42.5,2305,26,45.4,0.18,0.23,0.24,0.27,62.1,63.8,29.9,48.0,20.3,Rural,59.8,40.2,46.5
Mhondoro-Ngezi,Mashonaland West,2020,June,32.6,1234,27,48.1,0.15,0.26,0.25,0.27,64.6,64.6,36.3,42.0,20.4,Rural,59.3,42.5,39.7
Mhondoro-Ngezi,Mashonaland West,2020,November,38.5,2295,26,48.4,0.15,0.26,0.25,0.28,65.4,65.1,38.2,43.0,19.6,Rural,58.5,32.6,40.7
Mhondoro-Ngezi,Mashonaland West,2021,June,31.2,1263,27,48.1,0.16,0.27,0.27,0.27,64.2,63.8,37.0,40.0,20.6,Rural,58.9,38.5,38.8
Mhondoro-Ngezi,Mashonaland West,2021,November,36.4,2293,27,47.9,0.16,0.28,0.26,0.29,66.4,64.6,38.2,42.0,20.3,Rural,56.9,31.2,41.5
Mhondoro-Ngezi,Mashonaland West,2022,June,35.6,1241,27,44.3,0.21,0.35,0.27,0.29,57.6,65.0,34.0,50.0,21.1,Rural,60.4,36.4,42.6
Mhondoro-Ngezi,Mashonaland West,2022,November,39.5,2295,27,43.2,0.21,0.33,0.27,0.28,57.2,63.4,34.1,48.0,19.9,Rural,59.3,35.6,41.5
Mhondoro-Ngezi,Mashonaland West,2023,June,40.7,1314,27,42.8,0.22,0.36,0.28,0.29,60.3,65.7,30.4,50.0,20.1,Rural,57.1,39.5,46.0
Mhondoro-Ngezi,Mashonaland West,2023,November,43.3,2323,27,42.8,0.22,0.37,0.28,0.31,59.9,66.0,30.8,49.0,20.8,Rural,59.3,40.7,44.1
Mhondoro-Ngezi,Mashonaland West,2024,June,37.7,1275,28,44.0,0.22,0.37,0.29,0.29,55.8,65.6,32.8,52.0,21.5,Rural,56.1,43.3,46.5
Mhondoro-Ngezi,Mashonaland West,2024,November,45.5,2399,27,42.4,0.22,0.37,0.28,0.3,56.8,64.5,31.7,51.0,20.2,Rural,55.7,37.7,46.4
Sanyati,Mashonaland West,2015,June,33.6,1435,20,42.7,0.3,0.13,0.39,0.16,65.9,61.7,41.0,126.0,21.8,Rural,52.7,32.2,39.3
Sanyati,Mashonaland West,2015,November,39.8,2616,21,40.9,0.3,0.13,0.41,0.15,69.1,64.0,39.9,125.0,22.7,Rural,54.5,33.6,39.9
Sanyati,Mashonaland West,2016,June,32.7,1427,21,43.3,0.32,0.14,0.4,0.16,68.6,61.8,41.9,129.0,23.3,Rural,55.7,39.8,40.1
Sanyati,Mashonaland West,2016,November,38.0,2673,21,41.6,0.31,0.15,0.4,0.17,67.7,63.7,39.1,131.0,23.0,Rural,52.9,32.7,43.5
Sanyati,Mashonaland West,2017,June,34.5,1460,21,41.8,0.31,0.16,0.41,0.18,64.0,62.1,44.2,139.0,21.8,Rural,52.2,38.0,41.2
Sanyati,Mashonaland West,2017,November,38.7,2722,21,43.2,0.31,0.16,0.41,0.17,67.5,62.4,41.6,135.0,22.7,Rural,50.8,34.5,40.7
Sanyati,Mashonaland West,2018,June,35.5,1450,21,41.3,0.32,0.19,0.42,0.18,67.1,64.0,37.4,138.0,23.6,Rural,54.3,38.7,43.4
Sanyati,Mashonaland West,2018,November,43.3,2729,21,42.4,0.34,0.19,0.44,0.18,63.1,62.2,44.2,132.0,22.5,Rural,54.1,35.5,40.4
Sanyati,Mashonaland West,2019,June,39.5,1541,21,41.7,0.34,0.21,0.45,0.2,66.6,62.7,39.6,134.0,23.3,Rural,54.4,43.3,41.8
Sanyati,Mashonaland West,2019,November,44.9,2738,21,40.3,0.36,0.21,0.43,0.19,66.7,64.7,42.5,146.0,23.6,Rural,49.5,39.5,44.3
Sanyati,Mashonaland West,2020,June,32.9,1523,22,45.6,0.34,0.23,0.45,0.2,72.1,63.8,45.1,122.0,23.7,Rural,53.4,44.9,38.9
Sanyati,Mashonaland West,2020,November,37.0,2754,21,43.8,0.34,0.23,0.44,0.21,70.5,64.5,48.0,119.0,23.6,Rural,49.7,32.9,40.7
Sanyati,Mashonaland West,2021,June,33.2,1542,22,42.2,0.34,0.23,0.46,0.21,70.0,64.3,46.9,117.0,24.4,Rural,50.3,37.0,41.1
Sanyati,Mashonaland West,2021,November,37.1,2795,21,44.8,0.33,0.23,0.45,0.22,69.4,63.3,50.3,127.0,24.6,Rural,50.9,33.2,39.3
Sanyati,Mashonaland West,2022,June,35.2,1535,21,41.0,0.38,0.29,0.46,0.22,61.6,64.7,39.9,146.0,24.2,Rural,50.2,37.1,40.9
Sanyati,Mashonaland West,2022,November,42.1,2866,22,41.2,0.37,0.29,0.48,0.21,62.0,62.9,42.5,143.0,24.1,Rural,52.8,35.2,43.6
Sanyati,Mashonaland West,2023,June,36.8,1591,22,39.0,0.38,0.31,0.47,0.22,64.0,64.0,37.9,158.0,23.6,Rural,51.2,42.1,43.3
Sanyati,Mashonaland West,2023,November,44.1,2985,22,40.2,0.4,0.31,0.48,0.23,62.8,65.6,41.3,154.0,25.2,Rural,52.4,36.8,42.5
Sanyati,Mashonaland West,2024,June,42.0,1604,22,38.8,0.41,0.34,0.48,0.22,61.3,65.0,38.6,160.0,24.5,Rural,52.1,44.1,43.9
Sanyati,Mashonaland West,2024,November,45.1,2918,22,38.4,0.42,0.35,0.5,0.24,63.4,64.3,40.5,152.0,25.3,Rural,52.1,42.0,45.2
Zvimba,Mashonaland West,2015,June,31.7,1990,20,44.6,0.13,0.25,0.36,0.08,69.2,77.6,37.4,43.0,11.5,Rural,38.6,32.8,57.7
Zvimba,Mashonaland West,2015,November,40.7,3537,21,44.8,0.12,0.23,0.36,0.08,66.8,79.7,36.2,45.0,11.8,Rural,38.5,31.7,57.2
Zvimba,Mashonaland West,2016,June,35.1,1967,21,41.6,0.13,0.24,0.36,0.09,69.6,79.2,37.6,45.0,12.0,Rural,37.6,40.7,57.3
Zvimba,Mashonaland West,2016,November,37.5,3621,21,42.2,0.13,0.25,0.36,0.08,66.6,78.2,36.9,43.0,12.5,Rural,34.7,35.1,57.0
Zvimba,Mashonaland West,2017,June,35.6,1973,21,41.7,0.15,0.28,0.37,0.09,69.1,77.7,38.4,45.0,11.7,Rural,37.1,37.5,56.5
Zvimba,Mashonaland West,2017,November,40.8,3786,21,41.8,0.15,0.27,0.37,0.09,69.2,79.5,36.7,48.0,11.9,Rural,35.1,35.6,55.2
Zvimba,Mashonaland West,2018,June,34.5,1996,21,41.3,0.17,0.27,0.4,0.1,65.8,79.4,38.1,46.0,12.5,Rural,36.2,40.8,57.8
Zvimba,Mashonaland West,2018,November,42.3,3717,21,41.7,0.17,0.29,0.4,0.1,65.8,79.1,36.6,45.0,12.2,Rural,35.5,34.5,55.4
Zvimba,Mashonaland West,2019,June,39.6,2060,21,42.4,0.18,0.31,0.4,0.11,67.4,80.0,35.7,46.0,12.5,Rural,35.6,42.3,57.2
Zvimba,Mashonaland West,2019,November,42.4,3888,21,40.5,0.18,0.3,0.38,0.1,64.9,79.0,34.6,48.0,12.2,Rural,35.1,39.6,59.5
Zvimba,Mashonaland West,2020,June,32.9,2032,21,46.6,0.15,0.33,0.41,0.12,70.4,80.1,44.4,41.0,12.1,Rural,36.2,42.4,52.8
Zvimba,Mashonaland West,2020,November,38.4,3785,21,46.2,0.15,0.32,0.4,0.12,72.0,79.7,43.2,44.0,13.1,Rural,34.8,32.9,52.4
Zvimba,Mashonaland West,2021,June,34.5,2104,22,43.2,0.17,0.36,0.44,0.13,69.6,78.4,41.7,44.0,13.3,Rural,34.4,38.4,56.6
Zvimba,Mashonaland West,2021,November,39.2,3958,21,43.3,0.17,0.35,0.42,0.12,68.4,79.6,43.9,41.0,12.6,Rural,34.0,34.5,57.3
Zvimba,Mashonaland West,2022,June,35.9,2156,22,41.6,0.21,0.4,0.41,0.13,63.3,80.6,39.5,48.0,13.3,Rural,34.1,39.2,55.1
Zvimba,Mashonaland West,2022,November,42.2,4049,22,40.8,0.2,0.43,0.42,0.14,67.4,80.9,35.7,51.0,13.2,Rural,34.8,35.9,56.9
Zvimba,Mashonaland West,2023,June,38.6,2189,22,39.8,0.22,0.43,0.44,0.14,64.3,81.6,39.6,51.0,13.1,Rural,33.9,42.2,58.1
Zvimba,Mashonaland West,2023,November,44.4,4103,22,39.0,0.21,0.43,0.45,0.15,66.2,79.2,38.9,52.0,13.2,Rural,36.0,38.6,56.8
Zvimba,Mashonaland West,2024,June,40.8,2261,22,41.1,0.24,0.47,0.44,0.16,63.2,79.2,36.6,50.0,13.5,Rural,33.5,44.4,59.5
Zvimba,Mashonaland West,2024,November,46.1,4132,22,41.5,0.24,0.45,0.45,0.15,64.7,80.0,38.2,53.0,13.4,Rural,34.9,40.8,57.9
Bikita,Masvingo,2015,June,16.6,2750,6,51.4,0.36,0.25,0.44,0.17,83.0,79.2,48.2,45.0,29.5,Rural,61.9,15.6,48.3
Bikita,Masvingo,2015,November,19.5,5009,5,48.8,0.37,0.24,0.45,0.16,85.5,78.9,46.1,40.0,28.3,Rural,60.2,16.6,43.6
Bikita,Masvingo,2016,June,17.2,2843,6,50.0,0.39,0.26,0.47,0.17,84.6,81.0,44.1,44.0,28.2,Rural,60.1,19.5,49.3
Bikita,Masvingo,2016,November,21.3,5241,6,50.9,0.36,0.26,0.46,0.17,85.8,78.8,46.3,42.0,29.4,Rural,58.5,17.2,44.6
Bikita,Masvingo,2017,June,18.2,2918,6,50.4,0.41,0.28,0.48,0.19,80.7,80.5,47.5,44.0,28.7,Rural,57.7,21.3,48.1
Bikita,Masvingo,2017,November,23.9,5223,6,48.8,0.41,0.26,0.48,0.18,84.1,80.0,49.0,45.0,28.5,Rural,62.1,18.2,50.1
Bikita,Masvingo,2018,June,19.1,2970,6,50.3,0.4,0.29,0.46,0.18,83.4,80.3,45.6,48.0,29.0,Rural,59.8,23.9,45.5
Bikita,Masvingo,2018,November,22.7,5276,6,50.4,0.38,0.31,0.46,0.18,83.3,79.3,48.2,45.0,29.5,Rural,56.6,19.1,49.4
Bikita,Masvingo,2019,June,19.8,2943,6,47.4,0.43,0.3,0.48,0.19,80.4,81.9,47.2,48.0,29.1,Rural,59.7,22.7,50.6
Bikita,Masvingo,2019,November,26.4,5547,6,46.9,0.43,0.3,0.5,0.2,83.2,81.2,47.2,46.0,29.4,Rural,56.8,19.8,47.0
Bikita,Masvingo,2020,June,13.5,3011,6,50.3,0.38,0.35,0.51,0.2,87.5,80.1,51.1,39.0,30.6,Rural,56.4,26.4,44.3
Bikita,Masvingo,2020,November,18.0,5432,6,51.7,0.39,0.32,0.5,0.21,91.0,79.8,55.0,40.0,29.7,Rural,59.1,13.5,46.8
Bikita,Masvingo,2021,June,14.9,2981,6,51.1,0.4,0.37,0.52,0.21,85.7,81.9,50.4,42.0,30.0,Rural,55.5,18.0,47.6
Bikita,Masvingo,2021,November,21.4,5593,6,50.7,0.41,0.36,0.51,0.22,89.7,82.5,54.2,42.0,31.1,Rural,55.8,14.9,46.0
Bikita,Masvingo,2022,June,20.1,2980,6,46.6,0.45,0.41,0.51,0.22,80.9,80.0,44.7,49.0,30.8,Rural,55.7,21.4,46.8
Bikita,Masvingo,2022,November,23.7,5780,6,47.8,0.46,0.42,0.53,0.22,80.0,79.8,46.6,51.0,29.8,Rural,59.3,20.1,48.0
Bikita,Masvingo,2023,June,20.1,3079,6,48.4,0.48,0.44,0.54,0.22,79.5,81.1,49.2,49.0,31.9,Rural,57.8,23.7,47.4
Bikita,Masvingo,2023,November,26.3,5708,6,47.3,0.44,0.43,0.51,0.22,83.1,81.0,43.9,50.0,31.1,Rural,59.1,20.1,46.5
Bikita,Masvingo,2024,June,22.1,3152,6,46.5,0.46,0.46,0.56,0.25,81.5,80.8,49.1,48.0,31.2,Rural,57.4,26.3,49.2
Bikita,Masvingo,2024,November,28.3,5778,6,46.3,0.46,0.47,0.52,0.24,83.8,81.9,43.1,49.0,31.5,Rural,57.1,22.1,49.2
Chiredzi,Masvingo,2015,June,46.6,2179,36,32.4,0.51,0.39,0.57,0.49,56.6,87.5,26.7,160.0,153.7,Semi-Urban,13.9,45.3,60.7
Chiredzi,Masvingo,2015,November,51.0,4038,36,32.1,0.48,0.38,0.62,0.51,55.8,87.5,30.0,156.0,147.9,Semi-Urban,14.3,46.6,61.2
Chiredzi,Masvingo,2016,June,44.1,2171,36,31.5,0.53,0.38,0.61,0.51,56.7,86.7,27.3,160.0,146.1,Semi-Urban,14.2,51.0,60.2
Chiredzi,Masvingo,2016,November,52.2,4189,36,30.5,0.53,0.38,0.62,0.51,58.0,85.9,31.2,161.0,157.3,Semi-Urban,14.9,44.1,62.0
Chiredzi,Masvingo,2017,June,48.5,2287,36,30.5,0.53,0.41,0.62,0.53,55.0,85.9,26.7,160.0,155.3,Semi-Urban,14.1,52.2,64.6
Chiredzi,Masvingo,2017,November,52.6,4146,36,32.1,0.5,0.42,0.61,0.53,57.5,88.2,27.4,155.0,148.3,Semi-Urban,13.8,48.5,63.1
Chiredzi,Masvingo,2018,June,47.2,2238,36,29.6,0.52,0.44,0.64,0.52,54.7,85.8,24.9,170.0,160.9,Semi-Urban,14.8,52.6,61.0
Chiredzi,Masvingo,2018,November,54.1,4310,37,30.7,0.55,0.42,0.64,0.54,54.7,86.2,28.1,166.0,156.4,Semi-Urban,13.6,47.2,65.2
